20091005,2056.52,2074.78,2049.04,2068.15,2156250000,2068.15
20091002,2040.84,2064.15,2040.73,2048.11,2448110000,2048.11
20091001,2111.77,2112.90,2057.48,2057.48,2708170000,2057.48
20090930,2131.30,2137.87,2092.30,2122.42,2640660000,2122.42
20090929,2131.67,2141.40,2116.63,2124.04,2062970000,2124.04
20090928,2101.92,2140.04,2101.43,2130.74,1890030000,2130.74
20090925,2095.84,2106.99,2085.35,2090.92,2363930000,2090.92
20090924,2140.06,2142.49,2097.10,2107.61,2607280000,2107.61
20090923,2152.43,2167.70,2130.34,2131.42,2683250000,2131.42
20090922,2150.02,2150.68,2137.39,2146.30,2490480000,2146.30
20090921,2121.34,2142.41,2118.48,2138.04,2408860000,2138.04
20090918,2134.85,2138.82,2120.70,2132.86,3023010000,2132.86
20090917,2129.42,2140.60,2118.50,2126.75,2615780000,2126.75
20090916,2110.06,2133.15,2102.86,2133.15,2707080000,2133.15
20090915,2090.33,2106.93,2086.16,2102.64,2372990000,2102.64
20090914,2066.15,2091.78,2065.80,2091.78,2157600000,2091.78
20090911,2083.34,2088.93,2070.02,2080.90,2318050000,2080.90
20090910,2059.48,2084.02,2055.49,2084.02,2451330000,2084.02
20090909,2038.92,2066.34,2033.47,2060.39,2493930000,2060.39
20090908,2034.74,2038.63,2023.03,2037.77,2037180000,2037.77
20090904,1986.98,2018.92,1982.05,2018.78,1722150000,2018.78
20090903,1975.85,1983.37,1958.04,1983.20,1853450000,1983.20
20090902,1960.07,1976.35,1958.51,1967.07,1974330000,1967.07
20090901,2001.30,2034.78,1965.48,1968.89,2778570000,1968.89
20090831,2011.14,2013.65,1997.53,2009.06,2256210000,2009.06
20090828,2050.53,2059.48,2017.42,2028.77,2340180000,2028.77
20090827,2021.31,2029.27,1993.03,2027.73,2140540000,2027.73
20090826,2021.30,2034.31,2013.52,2024.43,2037560000,2024.43
20090825,2025.59,2040.59,2019.17,2024.23,1936980000,2024.23
20090824,2026.11,2036.03,2012.00,2017.98,2046370000,2017.98
20090821,2000.15,2021.86,1994.33,2020.90,2259140000,2020.90
